ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Year,Month,Quarter,Month_Name,Quarter_Name,Year_Month,Region,Revenue,Estimated_Cost,Estimated_Profit,Estimated_Profit_Margin,SALES_CATEGORY
10147,23,100.0,2,2906.97,2003-09-05,Shipped,3,9,2003,Classic Cars,140,S24_3856,Collectables For Less Inc.,6175558555,7825 Douglas Av.,N/A,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,2003,9,3,September,Q3,2003-09,NA,2906.97,1932.0,974.9699999999998,33.53904581058627,Low
10160,35,100.0,3,4767.7,2003-10-11,Shipped,4,10,2003,Classic Cars,140,S24_3856,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,N/A,Los Angeles,CA,N/A,USA,NA,Chandler,Michael,Medium,2003,10,4,October,Q4,2003-10,NA,4767.7,2940.0,1827.6999999999998,38.33504624871531,Medium
10170,34,100.0,1,3819.56,2003-11-04,Shipped,4,11,2003,Classic Cars,140,S24_3856,Mini Auto Werke,7675-3555,Kirchgasse 6,N/A,Graz,N/A,8010,Austria,EMEA,Mendel,Roland,Medium,2003,11,4,November,Q4,2003-11,EMEA,3819.56,2856.0,963.56,25.22698949617233,Medium
10181,25,100.0,9,3861.75,2003-11-12,Shipped,4,11,2003,Classic Cars,140,S24_3856,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2003,11,4,November,Q4,2003-11,EMEA,3861.75,2100.0,1761.75,45.62050883666731,Medium
10192,45,100.0,14,6319.35,2003-11-20,Shipped,4,11,2003,Classic Cars,140,S24_3856,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2003,11,4,November,Q4,2003-11,NA,6319.35,3780.0,2539.3500000000004,40.183721427045505,High
10203,47,100.0,3,6996.42,2003-12-02,Shipped,4,12,2003,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2003,12,4,December,Q4,2003-12,EMEA,6996.42,3948.0,3048.42,43.57114066908505,High
10212,49,100.0,13,6949.67,2004-01-16,Shipped,1,1,2004,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,1,1,January,Q1,2004-01,EMEA,6949.67,4116.0,2833.67,40.77416625537615,High
10225,40,100.0,4,4550.0,2004-02-22,Shipped,1,2,2004,Classic Cars,140,S24_3856,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,2,1,February,Q1,2004-02,EMEA,4550.0,3360.0,1190.0,26.153846153846157,Medium
10239,29,100.0,3,4479.63,2004-04-12,Shipped,2,4,2004,Classic Cars,140,S24_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2004,4,2,April,Q2,2004-04,EMEA,4479.63,2436.0,2043.63,45.62050883666732,Medium
10253,39,100.0,8,5148.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,140,S24_3856,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2004,6,2,June,Q2,2004-06,EMEA,5148.0,3276.0,1872.0,36.36363636363637,Medium
10266,24,100.0,9,2932.08,2004-07-06,Shipped,3,7,2004,Classic Cars,140,S24_3856,L'ordine Souveniers,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,EMEA,Moroni,Maurizio,Small,2004,7,3,July,Q3,2004-07,EMEA,2932.08,2016.0,916.0799999999999,31.24334943112057,Low
10278,25,100.0,9,3159.75,2004-08-06,Shipped,3,8,2004,Classic Cars,140,S24_3856,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Medium,2004,8,3,August,Q3,2004-08,NA,3159.75,2100.0,1059.75,33.53904581058628,Medium
10287,36,100.0,7,4297.32,2004-08-30,Shipped,3,8,2004,Classic Cars,140,S24_3856,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,8,3,August,Q3,2004-08,EMEA,4297.32,3024.0,1273.3199999999997,29.630560442322185,Medium
10301,50,100.0,11,7723.5,2003-10-05,Shipped,4,10,2003,Classic Cars,140,S24_3856,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",N/A,Oslo,N/A,N 0106,Norway,EMEA,Klaeboe,Jan,Large,2003,10,4,October,Q4,2003-10,EMEA,7723.5,4200.0,3523.5,45.62050883666731,High
10310,45,100.0,5,5497.65,2004-10-16,Shipped,4,10,2004,Classic Cars,140,S24_3856,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,N/A,Koln,N/A,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2004,10,4,October,Q4,2004-10,EMEA,5497.65,3780.0,1717.6499999999996,31.243349431120564,Medium
10321,26,100.0,13,4052.88,2004-11-04,Shipped,4,11,2004,Classic Cars,140,S24_3856,FunGiftIdeas.com,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,2004,11,4,November,Q4,2004-11,NA,4052.88,2184.0,1868.88,46.112394149345654,Medium
10331,21,100.0,1,3135.93,2004-11-17,Shipped,4,11,2004,Classic Cars,140,S24_3856,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2004,11,4,November,Q4,2004-11,NA,3135.93,1764.0,1371.9299999999998,43.74874439161588,Medium
10342,42,100.0,6,5013.54,2004-11-24,Shipped,4,11,2004,Classic Cars,140,S24_3856,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11,4,November,Q4,2004-11,APAC,5013.54,3528.0,1485.54,29.63056044232219,Medium
10355,32,100.0,8,5302.72,2004-12-07,Shipped,4,12,2004,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,12,4,December,Q4,2004-12,EMEA,5302.72,2688.0,2614.7200000000003,49.30903385432382,Medium
10363,31,94.58,1,2931.98,2005-01-06,Shipped,1,1,2005,Classic Cars,140,S24_3856,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",N/A,Espoo,N/A,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2005,1,1,January,Q1,2005-01,EMEA,2931.98,2604.0,327.98,11.1862973144428,Low
10378,33,53.27,3,1757.91,2005-02-10,Shipped,1,2,2005,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,2,1,February,Q1,2005-02,EMEA,1757.91,2772.0,-1014.0899999999999,-57.68725361366622,Low
10390,45,100.0,8,6763.05,2005-03-04,Shipped,1,3,2005,Classic Cars,140,S24_3856,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2005,3,1,March,Q1,2005-03,NA,6763.05,3780.0,2983.05,44.10805775500698,High
10405,76,100.0,3,11739.7,2005-04-14,Shipped,2,4,2005,Classic Cars,140,S24_3856,Mini Caravy,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,EMEA,Citeaux,Frederique,Large,2005,4,2,April,Q2,2005-04,EMEA,11739.7,6384.0,5355.700000000001,45.62041619462167,High
10419,70,100.0,8,9240.0,2005-05-17,Shipped,2,5,2005,Classic Cars,140,S24_3856,Salzburg Collectables,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,EMEA,Pipps,Georg,Large,2005,5,2,May,Q2,2005-05,EMEA,9240.0,5880.0,3360.0,36.36363636363637,High
10106,50,64.83,11,3241.5,2003-02-17,Shipped,1,2,2003,Planes,68,S24_3949,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,1,February,Q1,2003-02,EMEA,3241.5,2040.0,1201.5,37.066173068024064,Medium
10119,28,70.29,2,1968.12,2003-04-28,Shipped,2,4,2003,Planes,68,S24_3949,Salzburg Collectables,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,EMEA,Pipps,Georg,Small,2003,4,2,April,Q2,2003-04,EMEA,1968.12,1142.3999999999999,825.72,41.95475885616731,Low
10131,50,81.89,3,4094.5,2003-06-16,Shipped,2,6,2003,Planes,68,S24_3949,Gift Ideas Corp.,2035554407,2440 Pompton St.,N/A,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,2003,6,2,June,Q2,2003-06,NA,4094.5,2040.0,2054.5,50.177066796922695,Medium
10143,28,66.19,6,1853.32,2003-08-10,Shipped,3,8,2003,Planes,68,S24_3949,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,N/A,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,2003,8,3,August,Q3,2003-08,NA,1853.32,1142.3999999999999,710.9200000000001,38.35926877171779,Low
10155,44,77.11,4,3392.84,2003-10-06,Shipped,4,10,2003,Planes,68,S24_3949,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,EMEA,Karttunen,Matti,Medium,2003,10,4,October,Q4,2003-10,EMEA,3392.84,1795.2,1597.64,47.08857476332512,Medium
10168,27,73.02,18,1971.54,2003-10-28,Shipped,4,10,2003,Planes,68,S24_3949,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2003,10,4,October,Q4,2003-10,NA,1971.54,1101.6,869.94,44.12489728841414,Low
10178,30,72.33,3,2169.9,2003-11-08,Shipped,4,11,2003,Planes,68,S24_3949,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,EMEA,Roulet,Annette,Small,2003,11,4,November,Q4,2003-11,EMEA,2169.9,1224.0,945.9000000000001,43.59187059311489,Low
10198,43,66.19,3,2846.17,2003-11-27,Shipped,4,11,2003,Planes,68,S24_3949,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,N/A,Makati City,N/A,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,11,4,November,Q4,2003-11,Japan,2846.17,1754.3999999999999,1091.7700000000002,38.35926877171779,Low
10210,29,69.6,16,2018.4,2004-01-12,Shipped,1,1,2004,Planes,68,S24_3949,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1,1,January,Q1,2004-01,Japan,2018.4,1183.2,835.2,41.37931034482759,Low
10222,48,56.64,3,2718.72,2004-02-19,Shipped,1,2,2004,Planes,68,S24_3949,Collectable Mini Designs Co.,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,2004,2,1,February,Q1,2004-02,NA,2718.72,1958.3999999999999,760.3199999999999,27.966101694915253,Low
10235,33,60.05,12,1981.65,2004-04-02,Shipped,2,4,2004,Planes,68,S24_3949,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,N/A,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2004,4,2,April,Q2,2004-04,NA,1981.65,1346.3999999999999,635.2500000000002,32.05661948376354,Low
10250,40,75.06,13,3002.4,2004-05-11,Shipped,2,5,2004,Planes,68,S24_3949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,2004,5,2,May,Q2,2004-05,NA,3002.4,1632.0,1370.4,45.64348521183054,Medium
10262,48,61.42,8,2948.16,2004-06-24,Cancelled,2,6,2004,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,6,2,June,Q2,2004-06,EMEA,2948.16,1958.3999999999999,989.76,33.572126343210684,Low
10275,41,81.89,18,3357.49,2004-07-23,Shipped,3,7,2004,Planes,68,S24_3949,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Medium,2004,7,3,July,Q3,2004-07,EMEA,3357.49,1672.8,1684.6899999999998,50.177066796922695,Medium
10284,21,55.96,10,1175.16,2004-08-21,Shipped,3,8,2004,Planes,68,S24_3949,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",N/A,Oslo,N/A,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8,3,August,Q3,2004-08,EMEA,1175.16,856.8,318.3600000000001,27.090779127948544,Low
10296,32,71.65,6,2292.8,2004-09-15,Shipped,3,9,2004,Planes,68,S24_3949,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,N/A,Munich,N/A,80686,Germany,EMEA,Donnermeyer,Michael,Small,2004,9,3,September,Q3,2004-09,EMEA,2292.8,1305.6,987.2000000000003,43.05652477320308,Low
10308,43,76.43,16,3286.49,2004-10-15,Shipped,4,10,2004,Planes,68,S24_3949,Mini Classics,9145554562,3758 North Pendale Street,N/A,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,2004,10,4,October,Q4,2004-10,NA,3286.49,1754.3999999999999,1532.09,46.617820227659294,Medium
10316,30,77.79,8,2333.7,2004-11-01,Shipped,4,11,2004,Planes,68,S24_3949,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,N/A,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2004,11,4,November,Q4,2004-11,EMEA,2333.7,1224.0,1109.6999999999998,47.551099112996525,Low
10328,35,76.43,3,2675.05,2004-11-12,Shipped,4,11,2004,Planes,68,S24_3949,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Small,2004,11,4,November,Q4,2004-11,EMEA,2675.05,1428.0,1247.0500000000002,46.6178202276593,Low
10339,45,96.92,11,4361.4,2004-11-23,Shipped,4,11,2004,Planes,68,S24_3949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2004,11,4,November,Q4,2004-11,Japan,4361.4,1836.0,2525.3999999999996,57.903425505571605,Medium
10351,34,59.37,3,2018.58,2004-12-03,Shipped,4,12,2004,Planes,68,S24_3949,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Small,2004,12,4,December,Q4,2004-12,EMEA,2018.58,1387.2,631.3799999999999,31.278423446184938,Low
10361,26,100.0,7,3710.98,2004-12-17,Shipped,4,12,2004,Planes,68,S24_3949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,12,4,December,Q4,2004-12,APAC,3710.98,1060.8,2650.1800000000003,71.41455895747217,Medium
10373,39,73.0,13,2847.0,2005-01-31,Shipped,1,1,2005,Planes,68,S24_3949,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2005,1,1,January,Q1,2005-01,EMEA,2847.0,1591.2,1255.8,44.10958904109589,Low
10386,41,73.32,12,3006.12,2005-03-01,Resolved,1,3,2005,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,3,1,March,Q1,2005-03,EMEA,3006.12,1672.8,1333.32,44.35351882160393,Medium
10398,41,68.24,2,2797.84,2005-03-30,Shipped,1,3,2005,Planes,68,S24_3949,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Small,2005,3,1,March,Q1,2005-03,EMEA,2797.84,1672.8,1125.0400000000002,40.21101992966003,Low
10401,64,60.05,12,3843.2,2005-04-03,On Hold,2,4,2005,Planes,68,S24_3949,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,N/A,Newark,NJ,94019,USA,NA,Brown,William,Medium,2005,4,2,April,Q2,2005-04,NA,3843.2,2611.2,1232.0,32.056619483763534,Medium
10416,18,75.06,13,1351.08,2005-05-10,Shipped,2,5,2005,Planes,68,S24_3949,L'ordine Souveniers,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,EMEA,Moroni,Maurizio,Small,2005,5,2,May,Q2,2005-05,EMEA,1351.08,734.4,616.68,45.64348521183054,Low
10100,49,34.47,1,1689.03,2003-01-06,Shipped,1,1,2003,Vintage Cars,41,S24_3969,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2003,1,1,January,Q1,2003-01,NA,1689.03,1205.3999999999999,483.6300000000001,28.633594429939084,Low
10110,48,34.47,5,1654.56,2003-03-18,Shipped,1,3,2003,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2003,3,1,March,Q1,2003-03,EMEA,1654.56,1180.8,473.76,28.63359442993908,Low
10124,46,33.23,4,1528.58,2003-05-21,Shipped,2,5,2003,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2003,5,2,May,Q2,2003-05,NA,1528.58,1131.6,396.98,25.970508576587427,Low
10149,26,38.98,9,1013.48,2003-09-12,Shipped,3,9,2003,Vintage Cars,41,S24_3969,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,N/A,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,2003,9,3,September,Q3,2003-09,NA,1013.48,639.6,373.88,36.89071318624936,Low
10162,37,38.98,7,1442.26,2003-10-18,Shipped,4,10,2003,Vintage Cars,41,S24_3969,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Small,2003,10,4,October,Q4,2003-10,NA,1442.26,910.1999999999999,532.0600000000001,36.890713186249364,Low
10173,35,33.23,11,1163.05,2003-11-05,Shipped,4,11,2003,Vintage Cars,41,S24_3969,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,11,4,November,Q4,2003-11,EMEA,1163.05,861.0,302.04999999999995,25.97050857658742,Low
10182,23,42.26,8,971.98,2003-11-12,Shipped,4,11,2003,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2003,11,4,November,Q4,2003-11,NA,971.98,565.8,406.18000000000006,41.788925698059636,Low
10193,22,41.03,12,902.66,2003-11-21,Shipped,4,11,2003,Vintage Cars,41,S24_3969,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,N/A,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2003,11,4,November,Q4,2003-11,APAC,902.66,541.1999999999999,361.46000000000004,40.04387033877651,Low
10204,39,33.23,2,1295.97,2003-12-02,Shipped,4,12,2003,Vintage Cars,41,S24_3969,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,2003,12,4,December,Q4,2003-12,NA,1295.97,959.4,336.57000000000005,25.970508576587427,Low
10214,44,34.88,5,1534.72,2004-01-26,Shipped,1,1,2004,Vintage Cars,41,S24_3969,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",N/A,Madrid,N/A,28023,Spain,EMEA,Sommer,Mart¡n,Small,2004,1,1,January,Q1,2004-01,EMEA,1534.72,1082.3999999999999,452.32000000000016,29.472477064220193,Low
10227,27,43.9,8,1185.3,2004-03-02,Shipped,1,3,2004,Vintage Cars,41,S24_3969,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",N/A,Lyon,N/A,69004,France,EMEA,Saveley,Mary,Small,2004,3,1,March,Q1,2004-03,EMEA,1185.3,664.1999999999999,521.1,43.96355353075172,Low
10242,46,36.93,1,1698.78,2004-04-20,Shipped,2,4,2004,Vintage Cars,41,S24_3969,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small,2004,4,2,April,Q2,2004-04,NA,1698.78,1131.6,567.1800000000001,33.387489845653946,Low
10280,33,41.85,14,1381.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,41,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,N/A,Torino,N/A,10100,Italy,EMEA,Accorti,Paolo,Small,2004,8,3,August,Q3,2004-08,EMEA,1381.05,811.8,569.25,41.21863799283154,Low
10288,33,40.62,3,1340.46,2004-09-01,Shipped,3,9,2004,Vintage Cars,41,S24_3969,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9,3,September,Q3,2004-09,APAC,1340.46,811.8,528.6600000000001,39.43870014771049,Low
10303,24,40.21,1,965.04,2004-10-06,Shipped,4,10,2004,Vintage Cars,41,S24_3969,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",N/A,Sevilla,N/A,41101,Spain,EMEA,Roel,Jose Pedro,Small,2004,10,4,October,Q4,2004-10,EMEA,965.04,590.4,374.64,38.82118875901517,Low
10312,31,35.29,15,1093.99,2004-10-21,Shipped,4,10,2004,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,10,4,October,Q4,2004-10,NA,1093.99,762.6,331.39,30.291867384528192,Low
10332,41,77.24,14,3166.84,2004-11-17,Shipped,4,11,2004,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,11,4,November,Q4,2004-11,EMEA,3166.84,1008.5999999999999,2158.2400000000002,68.15121698601762,Medium
10346,22,97.44,4,2143.68,2004-11-29,Shipped,4,11,2004,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2004,11,4,November,Q4,2004-11,NA,2143.68,541.1999999999999,1602.48,74.7536945812808,Low
10368,46,37.34,3,1717.64,2005-01-19,Shipped,1,1,2005,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2005,1,1,January,Q1,2005-01,NA,1717.64,1131.6,586.0400000000002,34.118907337975365,Low
10380,43,95.03,12,4086.29,2005-02-16,Shipped,1,2,2005,Vintage Cars,41,S24_3969,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2,1,February,Q1,2005-02,EMEA,4086.29,1057.8,3028.49,74.11343786172787,Medium
10408,15,36.93,1,553.95,2005-04-22,Shipped,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2005,4,2,April,Q2,2005-04,Japan,553.95,369.0,184.95000000000005,33.387489845653946,Low
10420,15,43.49,3,652.35,2005-05-29,In Process,2,5,2005,Vintage Cars,41,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2005,5,2,May,Q2,2005-05,APAC,652.35,369.0,283.35,43.435272476431365,Low
10104,26,100.0,5,2921.62,2003-01-31,Shipped,1,1,2003,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,1,January,Q1,2003-01,EMEA,2921.62,1840.8,1080.82,36.993859571059886,Low
10115,44,100.0,1,5568.64,2003-04-04,Shipped,2,4,2003,Classic Cars,118,S24_4048,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,2003,4,2,April,Q2,2003-04,NA,5568.64,3115.2,2453.4400000000005,44.058154235145395,Medium
10127,20,96.99,7,1939.8,2003-06-03,Shipped,2,6,2003,Classic Cars,118,S24_4048,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,2003,6,2,June,Q2,2003-06,NA,1939.8,1416.0,523.8,27.00278379214352,Low
10141,40,94.62,1,3784.8,2003-08-01,Shipped,3,8,2003,Classic Cars,118,S24_4048,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",N/A,Espoo,N/A,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2003,8,3,August,Q3,2003-08,EMEA,3784.8,2832.0,952.8000000000002,25.174381737476224,Medium
10152,23,100.0,3,2802.09,2003-09-25,Shipped,3,9,2003,Classic Cars,118,S24_4048,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,N/A,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2003,9,3,September,Q3,2003-09,APAC,2802.09,1628.3999999999999,1173.6900000000003,41.886234917508006,Low
10165,24,99.36,8,2384.64,2003-10-22,Shipped,4,10,2003,Classic Cars,118,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",N/A,Singapore,N/A,79903,Singapore,Japan,Natividad,Eric,Small,2003,10,4,October,Q4,2003-10,Japan,2384.64,1699.2,685.4399999999998,28.743961352657,Low
10176,29,100.0,7,2915.66,2003-11-06,Shipped,4,11,2003,Classic Cars,118,S24_4048,L'ordine Souveniers,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,EMEA,Moroni,Maurizio,Small,2003,11,4,November,Q4,2003-11,EMEA,2915.66,2053.2,862.46,29.58026656057291,Low
